customer_name,product_id,quantity
Customer 398,27,8
Customer 399,13,5
Customer 400,13,2
Customer 401,71,10
Customer 402,3,9
Customer 403,6,1
Customer 404,23,8
Customer 405,97,8
Customer 406,19,3
Customer 407,35,1
Customer 408,13,1
Customer 409,15,1
Customer 410,66,8
Customer 411,37,10
Customer 412,53,2
Customer 413,48,6
Customer 414,47,6
Customer 415,65,5
Customer 416,77,6
Customer 417,49,5
Customer 418,95,8
Customer 419,10,3
Customer 420,33,4
Customer 421,6,5
Customer 422,9,8
Customer 423,85,1
Customer 424,53,1
Customer 425,67,4
Customer 426,39,3
Customer 427,75,9
Customer 428,99,2
Customer 429,33,3
Customer 430,28,10
Customer 431,88,8
Customer 432,4,2
Customer 433,1,10
Customer 434,55,4
Customer 435,92,8
Customer 436,27,10
Customer 437,86,2
Customer 438,52,3
Customer 439,25,1
Customer 440,39,2
Customer 441,10,8
Customer 442,79,6
Customer 443,6,5
Customer 444,22,2
Customer 445,38,7
Customer 446,92,9
Customer 447,71,4
Customer 448,18,9
Customer 449,36,5
Customer 450,36,2
Customer 451,86,3
Customer 452,56,9
Customer 453,1,7
Customer 454,11,4
Customer 455,7,5
Customer 456,36,6
Customer 457,93,3
Customer 458,7,1
Customer 459,12,1
Customer 460,20,1
Customer 461,7,9
Customer 462,10,3
Customer 463,47,4
Customer 464,10,7
Customer 465,49,1
Customer 466,67,1
Customer 467,17,2
Customer 468,26,3
Customer 469,46,2
Customer 470,82,8
Customer 471,60,8
Customer 472,43,5
Customer 473,26,7
Customer 474,43,4
Customer 475,29,3
Customer 476,56,4
Customer 477,73,10
Customer 478,66,5
Customer 479,7,10
Customer 480,50,4
Customer 481,95,6
Customer 482,32,8
Customer 483,41,3
Customer 484,32,2
Customer 485,36,6
Customer 486,47,1
Customer 487,75,3
Customer 488,63,1
Customer 489,55,9
Customer 490,19,3
Customer 491,74,1
Customer 492,86,3
Customer 493,18,8
Customer 494,11,10
Customer 495,73,2
Customer 496,68,2
Customer 497,8,9
Customer 498,2,7
Customer 499,55,7
Customer 500,50,5
Customer 501,2,3
Customer 502,72,2
Customer 503,6,2
Customer 504,81,1
Customer 505,91,7
Customer 506,15,3
Customer 507,52,5
Customer 508,45,4
Customer 509,51,2
Customer 510,88,3
Customer 511,13,1
Customer 512,26,1
Customer 513,59,3
Customer 514,92,3
Customer 515,45,7
Customer 516,12,10
Customer 517,61,7
Customer 518,82,4
Customer 519,67,7
Customer 520,67,2
Customer 521,10,1
Customer 522,42,6
Customer 523,41,1
Customer 524,66,4
Customer 525,67,3
Customer 526,78,5
Customer 527,45,6
Customer 528,47,1
Customer 529,79,5
Customer 530,92,6
Customer 531,24,2
Customer 532,8,4
Customer 533,97,7
Customer 534,36,5
Customer 535,38,8
Customer 536,43,5
Customer 537,84,2
Customer 538,20,9
Customer 539,27,6
Customer 540,73,8
Customer 541,38,10
Customer 542,73,9
Customer 543,24,3
Customer 544,73,6
Customer 545,97,4
Customer 546,57,4
Customer 547,77,5
Customer 548,10,3
Customer 549,27,4
Customer 550,51,7
Customer 551,56,3
Customer 552,83,8
Customer 553,76,3
Customer 554,13,8
Customer 555,54,2
Customer 556,47,5
Customer 557,21,8
Customer 558,73,8
Customer 559,7,4
Customer 560,80,6
Customer 561,80,3
Customer 562,17,7
Customer 563,38,3
Customer 564,26,4
Customer 565,4,5
Customer 566,49,6
Customer 567,8,1
Customer 568,21,4
Customer 569,39,2
Customer 570,72,1
Customer 571,11,3
Customer 572,94,5
Customer 573,85,8
Customer 574,51,7
Customer 575,88,7
Customer 576,22,2
Customer 577,82,4
Customer 578,57,4
Customer 579,98,9
Customer 580,81,6
Customer 581,62,2
Customer 582,43,4
Customer 583,61,3
Customer 584,65,4
Customer 585,65,7
Customer 586,37,10
Customer 587,2,6
Customer 588,40,4
Customer 589,72,4
Customer 590,74,10
Customer 591,81,2
Customer 592,84,6
Customer 593,63,9
Customer 594,25,10
Customer 595,27,6
Customer 596,74,1
Customer 597,36,1
Customer 598,51,7
Customer 599,26,1
Customer 600,6,9
Customer 601,33,10
Customer 602,76,4
Customer 603,16,3
Customer 604,28,5
Customer 605,73,1
Customer 606,90,4
Customer 607,71,3
Customer 608,19,9
Customer 609,79,4
Customer 610,21,8
Customer 611,70,1
Customer 612,2,10
Customer 613,48,6
Customer 614,24,4
Customer 615,69,6
Customer 616,47,5
Customer 617,18,1
Customer 618,46,2
Customer 619,69,7
Customer 620,46,8
Customer 621,68,1
Customer 622,37,2
Customer 623,95,1
Customer 624,88,10
Customer 625,24,1
Customer 626,41,6
Customer 627,29,4
Customer 628,2,6
Customer 629,22,4
Customer 630,94,4
Customer 631,37,6
Customer 632,70,8
Customer 633,33,7
Customer 634,47,10
Customer 635,47,10
Customer 636,30,7
Customer 637,23,7
Customer 638,52,4
Customer 639,67,7
Customer 640,26,4
Customer 641,30,6
Customer 642,36,7
Customer 643,70,3
Customer 644,31,8
Customer 645,51,8
Customer 646,78,10
Customer 647,62,2
Customer 648,52,6
Customer 649,15,5
Customer 650,27,5
Customer 651,98,5
Customer 652,100,3
Customer 653,2,2
Customer 654,64,8
Customer 655,12,3
Customer 656,80,8
Customer 657,4,10
Customer 658,7,4
Customer 659,61,2
Customer 660,86,4
Customer 661,19,7
Customer 662,99,10
Customer 663,68,5
Customer 664,45,7
Customer 665,25,8
Customer 666,89,6
Customer 667,13,9
Customer 668,52,5
Customer 669,63,6
Customer 670,82,4
Customer 671,80,8
Customer 672,6,9
Customer 673,37,5
Customer 674,45,7
Customer 675,69,7
Customer 676,53,2
Customer 677,86,3
Customer 678,91,6
Customer 679,25,4
Customer 680,97,5
Customer 681,49,9
Customer 682,75,5
Customer 683,75,8
Customer 684,33,10
Customer 685,78,9
Customer 686,68,4
Customer 687,85,8
Customer 688,82,5
Customer 689,89,1
Customer 690,74,6
Customer 691,8,2
Customer 692,21,6
Customer 693,68,10
Customer 694,11,3
Customer 695,32,10
Customer 696,36,8
Customer 697,75,9
Customer 698,15,3
Customer 699,78,2
Customer 700,77,6
Customer 701,69,6
Customer 702,61,10
Customer 703,14,6
Customer 704,36,9
Customer 705,55,3
Customer 706,33,4
Customer 707,82,3
Customer 708,71,10
Customer 709,27,2
Customer 710,48,5
Customer 711,57,2
Customer 712,34,9
Customer 713,39,1
Customer 714,44,4
Customer 715,45,10
Customer 716,35,8
Customer 717,29,8
Customer 718,1,8
Customer 719,40,2
Customer 720,82,6
Customer 721,42,4
Customer 722,1,9
Customer 723,48,8
Customer 724,94,9
Customer 725,19,8
Customer 726,10,2
Customer 727,18,8
Customer 728,62,4
Customer 729,59,5
Customer 730,45,2
Customer 731,61,8
Customer 732,35,7
Customer 733,76,6
Customer 734,58,2
Customer 735,10,9
Customer 736,16,1
Customer 737,52,6
Customer 738,60,9
Customer 739,52,8
Customer 740,67,9
Customer 741,79,8
Customer 742,84,5
Customer 743,9,7
Customer 744,37,6
Customer 745,37,8
Customer 746,77,1
Customer 747,52,3
Customer 748,76,6
Customer 749,45,2
Customer 750,51,6
Customer 751,8,5
Customer 752,62,1
Customer 753,10,3
Customer 754,100,4
Customer 755,75,2
Customer 756,14,10
Customer 757,63,6
Customer 758,92,5
Customer 759,49,5
Customer 760,36,10
Customer 761,24,9
Customer 762,75,9
Customer 763,23,6
Customer 764,11,6
Customer 765,38,5
Customer 766,68,1
Customer 767,16,9
Customer 768,10,9
Customer 769,79,6
Customer 770,66,7
Customer 771,18,3
Customer 772,20,1
Customer 773,40,3
Customer 774,74,2
Customer 775,20,4
Customer 776,62,3
Customer 777,4,6
Customer 778,72,8
Customer 779,24,10
Customer 780,37,7
Customer 781,26,10
Customer 782,67,2
Customer 783,18,3
Customer 784,95,10
Customer 785,86,6
Customer 786,38,10
Customer 787,63,9
Customer 788,75,6
Customer 789,40,5
Customer 790,24,3
Customer 791,74,3
Customer 792,56,10
Customer 793,49,2
Customer 794,56,4
Customer 795,30,8
Customer 796,68,4
Customer 797,95,3
Customer 798,69,3
Customer 799,4,10
Customer 800,82,4
Customer 801,69,7
Customer 802,76,9
Customer 803,54,1
Customer 804,7,9
Customer 805,54,4
Customer 806,73,8
Customer 807,81,7
Customer 808,48,9
Customer 809,1,5
Customer 810,44,4
Customer 811,16,9
Customer 812,53,10
Customer 813,75,7
Customer 814,92,1
Customer 815,60,1
Customer 816,6,7
Customer 817,31,6
Customer 818,79,2
Customer 819,75,5
Customer 820,83,9
Customer 821,82,5
Customer 822,17,9
Customer 823,48,5
Customer 824,96,7
Customer 825,84,2
Customer 826,44,6
Customer 827,76,10
Customer 828,100,4
Customer 829,94,4
Customer 830,67,8
Customer 831,72,2
Customer 832,41,6
Customer 833,5,1
Customer 834,84,2
Customer 835,44,7
Customer 836,84,5
Customer 837,10,4
Customer 838,76,2
Customer 839,19,2
Customer 840,69,4
Customer 841,41,5
Customer 842,66,9
Customer 843,47,6
Customer 844,95,8
Customer 845,62,2
Customer 846,56,9
Customer 847,56,3
Customer 848,80,7
Customer 849,78,8
Customer 850,94,4
Customer 851,23,2
Customer 852,59,1
Customer 853,35,3
Customer 854,48,7
Customer 855,19,5
Customer 856,6,2
Customer 857,43,8
Customer 858,95,2
Customer 859,44,10
Customer 860,6,8
Customer 861,28,9
Customer 862,40,1
Customer 863,32,4
Customer 864,92,8
Customer 865,100,9
Customer 866,6,4
Customer 867,94,4
Customer 868,91,4
Customer 869,49,4
Customer 870,36,7
Customer 871,25,4
Customer 872,20,3
Customer 873,42,5
Customer 874,89,3
Customer 875,73,8
Customer 876,32,6
Customer 877,43,1
Customer 878,62,6
Customer 879,53,6
Customer 880,69,9
Customer 881,63,4
Customer 882,6,6
Customer 883,14,10
Customer 884,15,10
Customer 885,35,7
Customer 886,79,2
Customer 887,56,8
Customer 888,64,7
Customer 889,70,1
Customer 890,71,8
Customer 891,12,3
Customer 892,28,7
Customer 893,50,4
Customer 894,75,3
Customer 895,41,2
Customer 896,36,7
Customer 897,4,2
Customer 898,10,4
Customer 899,68,3
Customer 900,30,10
Customer 901,94,5
Customer 902,71,3
Customer 903,3,2
Customer 904,90,8
Customer 905,85,4
Customer 906,52,4
Customer 907,95,9
Customer 908,14,6
Customer 909,54,7
Customer 910,54,5
Customer 911,95,4
Customer 912,24,4
Customer 913,63,3
Customer 914,47,2
Customer 915,41,9
Customer 916,1,9
Customer 917,12,5
Customer 918,6,2
Customer 919,24,7
Customer 920,52,7
Customer 921,9,7
Customer 922,58,6
Customer 923,97,5
Customer 924,92,8
Customer 925,42,10
Customer 926,7,5
Customer 927,25,7
Customer 928,78,4
Customer 929,73,10
Customer 930,28,8
Customer 931,23,5
Customer 932,13,10
Customer 933,17,6
Customer 934,81,4
Customer 935,23,9
Customer 936,48,8
Customer 937,84,5
Customer 938,91,9
Customer 939,85,6
Customer 940,25,2
Customer 941,47,5
Customer 942,92,7
Customer 943,39,2
Customer 944,10,9
Customer 945,57,6
Customer 946,32,7
Customer 947,60,9
Customer 948,2,5
Customer 949,74,2
Customer 950,25,4
Customer 951,48,10
Customer 952,92,6
Customer 953,5,2
Customer 954,57,1
Customer 955,11,6
Customer 956,72,1
Customer 957,48,3
Customer 958,73,6
Customer 959,94,5
Customer 960,87,2
Customer 961,5,7
Customer 962,7,4
Customer 963,91,8
Customer 964,85,3
Customer 965,53,2
Customer 966,42,8
Customer 967,42,9
Customer 968,70,1
Customer 969,83,5
Customer 970,23,5
Customer 971,38,5
Customer 972,42,9
Customer 973,99,2
Customer 974,43,8
Customer 975,65,1
Customer 976,15,8
Customer 977,48,7
Customer 978,97,2
Customer 979,10,6
Customer 980,36,4
Customer 981,19,9
Customer 982,65,9
Customer 983,28,7
Customer 984,21,5
Customer 985,63,3
Customer 986,20,8
Customer 987,40,1
Customer 988,15,10
Customer 989,36,5
Customer 990,28,6
Customer 991,22,1
Customer 992,22,6
Customer 993,66,3
Customer 994,16,6
Customer 995,44,3
Customer 996,18,1
Customer 997,44,7
Customer 998,77,9
Customer 999,34,5
Customer 1000,67,7
Customer 1,13,7
Customer 2,54,5
Customer 3,5,5
Customer 4,56,2
Customer 5,84,8
Customer 6,78,1
Customer 7,69,6
Customer 8,59,1
Customer 9,44,2
Customer 10,51,7
Customer 11,86,5
Customer 12,10,8
Customer 13,79,5
Customer 14,34,6
Customer 15,3,8
Customer 16,73,9
Customer 17,42,9
Customer 18,1,7
Customer 19,9,5
Customer 20,76,7
Customer 21,96,9
Customer 22,28,2
Customer 23,77,3
Customer 24,46,7
Customer 25,22,1
Customer 26,74,8
Customer 27,11,7
Customer 28,39,1
Customer 29,38,4
Customer 30,11,1
Customer 31,87,3
Customer 32,13,7
Customer 33,86,4
Customer 34,59,3
Customer 35,17,6
Customer 36,15,3
Customer 37,69,1
Customer 38,71,8
Customer 39,46,1
Customer 40,94,6
Customer 41,19,9
Customer 42,31,2
Customer 43,70,1
Customer 44,12,6
Customer 45,58,5
Customer 46,23,8
Customer 47,95,2
Customer 48,43,6
Customer 49,42,8
Customer 50,76,7
Customer 51,91,6
Customer 52,24,3
Customer 53,65,7
Customer 54,13,6
Customer 55,76,9
Customer 56,86,3
Customer 57,99,6
Customer 58,82,6
Customer 59,62,4
Customer 60,89,8
Customer 61,67,5
Customer 62,85,7
Customer 63,57,7
Customer 64,57,10
Customer 65,74,7
Customer 66,99,7
Customer 67,97,2
Customer 68,40,2
Customer 69,27,6
Customer 70,55,5
Customer 71,4,9
Customer 72,51,5
Customer 73,3,5
Customer 74,39,10
Customer 75,32,9
Customer 76,61,6
Customer 77,66,7
Customer 78,86,2
Customer 79,87,9
Customer 80,29,6
Customer 81,37,7
Customer 82,61,2
Customer 83,39,4
Customer 84,76,6
Customer 85,37,6
Customer 86,7,7
Customer 87,62,1
Customer 88,78,5
Customer 89,64,1
Customer 90,3,8
Customer 91,36,4
Customer 92,17,2
Customer 93,45,1
Customer 94,71,1
Customer 95,80,5
Customer 96,57,10
Customer 97,66,10
Customer 98,94,3
Customer 99,17,9
Customer 100,63,1
Customer 101,11,1
Customer 102,33,5
Customer 103,11,6
Customer 104,62,1
Customer 105,3,4
Customer 106,83,1
Customer 107,18,9
Customer 108,15,8
Customer 109,69,10
Customer 110,94,3
Customer 111,71,8
Customer 112,49,3
Customer 113,39,3
Customer 114,64,5
Customer 115,85,10
Customer 116,13,1
Customer 117,48,8
Customer 118,97,7
Customer 119,16,7
Customer 120,81,5
Customer 121,96,10
Customer 122,98,4
Customer 123,16,6
Customer 124,40,5
Customer 125,36,9
Customer 126,37,2
Customer 127,19,1
Customer 128,45,8
Customer 129,36,6
Customer 130,31,1
Customer 131,49,1
Customer 132,25,5
Customer 133,70,3
Customer 134,40,4
Customer 135,57,7
Customer 136,49,3
Customer 137,64,3
Customer 138,9,4
Customer 139,50,2
Customer 140,2,5
Customer 141,94,6
Customer 142,45,3
Customer 143,90,6
Customer 144,19,8
Customer 145,24,3
Customer 146,52,5
Customer 147,62,9
Customer 148,95,8
Customer 149,41,8
Customer 150,39,8
Customer 151,63,9
Customer 152,5,7
Customer 153,93,6
Customer 154,57,3
Customer 155,7,8
Customer 156,52,7
Customer 157,47,6
Customer 158,80,1
Customer 159,80,6
Customer 160,82,1
Customer 161,8,1
Customer 162,56,4
Customer 163,65,5
Customer 164,35,10
Customer 165,80,4
Customer 166,47,9
Customer 167,57,5
Customer 168,1,9
Customer 169,51,10
Customer 170,37,5
Customer 171,63,3
Customer 172,20,8
Customer 173,47,5
Customer 174,15,6
Customer 175,34,10
Customer 176,66,6
Customer 177,15,6
Customer 178,89,4
Customer 179,80,4
Customer 180,93,6
Customer 181,45,8
Customer 182,23,5
Customer 183,1,1
Customer 184,7,7
Customer 185,44,4
Customer 186,57,1
Customer 187,85,4
Customer 188,56,8
Customer 189,62,3
Customer 190,39,5
Customer 191,25,4
Customer 192,80,6
Customer 193,66,10
Customer 194,66,9
Customer 195,13,2
Customer 196,43,7
Customer 197,61,1
Customer 198,1,7
Customer 199,97,1
Customer 200,94,5
Customer 201,89,9
Customer 202,74,6
Customer 203,5,8
Customer 204,10,3
Customer 205,69,6
Customer 206,6,9
Customer 207,40,3
Customer 208,68,8
Customer 209,26,7
Customer 210,64,2
Customer 211,93,9
Customer 212,52,2
Customer 213,69,4
Customer 214,28,1
Customer 215,100,7
Customer 216,27,4
Customer 217,94,6
Customer 218,34,2
Customer 219,33,9
Customer 220,11,1
Customer 221,25,4
Customer 222,32,7
Customer 223,55,7
Customer 224,28,1
Customer 225,33,1
Customer 226,96,6
Customer 227,22,2
Customer 228,39,4
Customer 229,91,6
Customer 230,4,9
Customer 231,15,3
Customer 232,22,8
Customer 233,43,6
Customer 234,52,7
Customer 235,25,2
Customer 236,97,2
Customer 237,73,8
Customer 238,97,7
Customer 239,31,10
Customer 240,28,8
Customer 241,46,6
Customer 242,28,10
Customer 243,68,3
Customer 244,58,8
Customer 245,89,4
Customer 246,87,9
Customer 247,34,4
Customer 248,47,6
Customer 249,50,9
Customer 250,7,10
Customer 251,21,5
Customer 252,77,5
Customer 253,47,3
Customer 254,42,8
Customer 255,41,3
Customer 256,78,7
Customer 257,67,1
Customer 258,86,8
Customer 259,41,9
Customer 260,74,7
Customer 261,86,5
Customer 262,57,5
Customer 263,44,7
Customer 264,100,6
Customer 265,35,2
Customer 266,35,3
Customer 267,100,8
Customer 268,73,4
Customer 269,25,7
Customer 270,6,5
Customer 271,25,9
Customer 272,13,10
Customer 273,9,6
Customer 274,42,8
Customer 275,18,4
Customer 276,75,1
Customer 277,66,7
Customer 278,42,4
Customer 279,97,1
Customer 280,36,4
Customer 281,28,3
Customer 282,50,1
Customer 283,2,7
Customer 284,13,10
Customer 285,39,7
Customer 286,65,8
Customer 287,66,9
Customer 288,38,8
Customer 289,58,9
Customer 290,32,1
Customer 291,11,9
Customer 292,83,9
Customer 293,94,7
Customer 294,34,8
Customer 295,30,7
Customer 296,82,3
Customer 297,51,3
Customer 298,4,10
Customer 299,43,7
Customer 300,13,1
Customer 301,62,8
Customer 302,96,4
Customer 303,23,8
Customer 304,94,3
Customer 305,21,7
Customer 306,43,1
Customer 307,51,1
Customer 308,20,1
Customer 309,28,5
Customer 310,90,2
Customer 311,21,6
Customer 312,38,9
Customer 313,35,1
Customer 314,23,8
Customer 315,13,1
Customer 316,1,9
Customer 317,84,10
Customer 318,68,3
Customer 319,41,3
Customer 320,90,9
Customer 321,32,5
Customer 322,15,5
Customer 323,21,3
Customer 324,59,1
Customer 325,56,8
Customer 326,98,3
Customer 327,56,7
Customer 328,65,10
Customer 329,49,7
Customer 330,100,3
Customer 331,29,1
Customer 332,65,6
Customer 333,16,3
Customer 334,2,8
Customer 335,31,7
Customer 336,75,8
Customer 337,8,10
Customer 338,85,6
Customer 339,56,8
Customer 340,82,10
Customer 341,81,10
Customer 342,46,1
Customer 343,59,9
Customer 344,76,5
Customer 345,6,1
Customer 346,42,10
Customer 347,9,4
Customer 348,33,1
Customer 349,19,3
Customer 350,42,5
Customer 351,65,1
Customer 352,69,7
Customer 353,23,7
Customer 354,86,10
Customer 355,3,3
Customer 356,88,4
Customer 357,5,3
Customer 358,69,5
Customer 359,33,6
Customer 360,54,5
Customer 361,19,6
Customer 362,8,10
Customer 363,69,1
Customer 364,45,8
Customer 365,10,7
Customer 366,47,3
Customer 367,74,1
Customer 368,27,9
Customer 369,62,8
Customer 370,10,6
Customer 371,83,7
Customer 372,79,9
Customer 373,80,2
Customer 374,67,3
Customer 375,40,9
Customer 376,54,10
Customer 377,55,4
Customer 378,35,1
Customer 379,71,2
Customer 380,43,9
Customer 381,84,9
Customer 382,4,7
Customer 383,21,2
Customer 384,94,9
Customer 385,6,5
Customer 386,93,1
Customer 387,41,5
Customer 388,34,1
Customer 389,75,5
Customer 390,21,7
Customer 391,48,2
Customer 392,86,5
Customer 393,50,9
Customer 394,50,5
Customer 395,60,5
Customer 396,33,3
Customer 397,49,10
Customer 398,8,8
Customer 399,69,1
Customer 400,44,3
Customer 401,80,7
Customer 402,78,1
Customer 403,79,1
Customer 404,87,6
Customer 405,34,9
Customer 406,63,2
Customer 407,100,7
Customer 408,50,5
Customer 409,86,8
Customer 410,90,9
Customer 411,56,1
Customer 412,36,8
Customer 413,54,1
Customer 414,51,10
Customer 415,14,4
Customer 416,49,1
Customer 417,20,1
Customer 418,5,7
Customer 419,4,8
Customer 420,78,8
Customer 421,65,9
Customer 422,70,6
Customer 423,99,2
Customer 424,72,4
Customer 425,39,2
Customer 426,25,2
Customer 427,33,6
Customer 428,71,3
Customer 429,98,3
Customer 430,60,1
Customer 431,30,6
Customer 432,63,9
Customer 433,100,3
Customer 434,55,9
Customer 435,54,8
Customer 436,70,1
Customer 437,14,6
Customer 438,53,8
Customer 439,13,4
Customer 440,97,1
Customer 441,61,5
Customer 442,98,1
Customer 443,32,4
Customer 444,21,4
Customer 445,9,4
Customer 446,86,1
Customer 447,64,8
Customer 448,1,9
Customer 449,82,5
Customer 450,2,7
Customer 451,39,2
Customer 452,39,8
Customer 453,6,7
Customer 454,44,2
Customer 455,14,3
Customer 456,65,2
Customer 457,3,7
Customer 458,43,1
Customer 459,73,6
Customer 460,19,6
Customer 461,65,5
Customer 462,11,2
Customer 463,1,9
Customer 464,95,9
Customer 465,19,6
Customer 466,64,3
Customer 467,91,1
Customer 468,40,1
Customer 469,42,2
Customer 470,91,6
Customer 471,48,7
Customer 472,76,4
Customer 473,94,8
Customer 474,95,2
Customer 475,68,8
Customer 476,61,10
Customer 477,22,4
Customer 478,96,4
Customer 479,22,2
Customer 480,97,4
Customer 481,7,2
Customer 482,94,5
Customer 483,97,1
Customer 484,58,6
Customer 485,34,7
Customer 486,64,6
Customer 487,59,1
Customer 488,71,1
Customer 489,93,1
Customer 490,17,10
Customer 491,11,10
Customer 492,39,8
Customer 493,7,1
Customer 494,88,2
Customer 495,83,3
Customer 496,30,5
Customer 497,99,6
Customer 498,19,9
Customer 499,20,9
Customer 500,7,6
Customer 501,33,8
Customer 502,73,2
Customer 503,36,7
Customer 504,98,10
Customer 505,43,7
Customer 506,85,5
Customer 507,87,4
Customer 508,86,6
Customer 509,37,9
Customer 510,76,6
Customer 511,27,2
Customer 512,1,6
Customer 513,29,5
Customer 514,83,9
Customer 515,84,8
Customer 516,18,1
Customer 517,45,5
Customer 518,89,1
Customer 519,35,7
Customer 520,41,8
Customer 521,18,9
Customer 522,87,5
Customer 523,22,1
Customer 524,59,3
Customer 525,30,1
Customer 526,35,1
Customer 527,88,2
Customer 528,85,6
Customer 529,46,1
Customer 530,78,8
Customer 531,17,6
Customer 532,75,1
Customer 533,28,10
Customer 534,68,8
Customer 535,50,6
Customer 536,7,8
Customer 537,23,2
Customer 538,73,5
Customer 539,87,4
Customer 540,12,3
Customer 541,43,8
Customer 542,55,1
Customer 543,79,9
Customer 544,44,2
Customer 545,75,8
Customer 546,94,7
Customer 547,90,2
Customer 548,56,1
Customer 549,91,7
Customer 550,76,7
Customer 551,68,7
Customer 552,8,8
Customer 553,21,2
Customer 554,64,4
Customer 555,87,7
Customer 556,47,6
Customer 557,96,5
Customer 558,21,9
Customer 559,74,6
Customer 560,8,9
Customer 561,49,6
Customer 562,73,9
Customer 563,39,3
Customer 564,19,2
Customer 565,71,9
Customer 566,59,6
Customer 567,44,3
Customer 568,33,4
Customer 569,31,3
Customer 570,4,6
Customer 571,59,3
Customer 572,10,3
Customer 573,4,4
Customer 574,21,5
Customer 575,53,2
Customer 576,100,10
Customer 577,98,8
Customer 578,31,8
Customer 579,49,4
Customer 580,22,4
Customer 581,9,5
Customer 582,22,9
Customer 583,33,9
Customer 584,61,5
Customer 585,87,10
Customer 586,19,10
Customer 587,25,5
Customer 588,75,1
Customer 589,25,10
Customer 590,59,9
Customer 591,56,7
Customer 592,74,2
Customer 593,56,2
Customer 594,25,4
Customer 595,41,9
Customer 596,9,8
Customer 597,63,2
Customer 598,81,10
Customer 599,38,3
Customer 600,52,1
Customer 601,74,4
Customer 602,3,8
Customer 603,34,1
Customer 604,78,8
Customer 605,95,4
Customer 606,49,3
Customer 607,12,3
Customer 608,13,9
Customer 609,68,1
Customer 610,63,10
Customer 611,27,10
Customer 612,43,6
Customer 613,49,10
Customer 614,60,2
Customer 615,43,4
Customer 616,43,2
Customer 617,41,5
Customer 618,63,2
Customer 619,48,3
Customer 620,98,8
Customer 621,51,7
Customer 622,22,7
Customer 623,19,2
Customer 624,97,8
Customer 625,91,8
Customer 626,27,9
Customer 627,59,8
Customer 628,72,6
Customer 629,85,3
Customer 630,86,1
Customer 631,80,4
Customer 632,92,1
Customer 633,47,5
Customer 634,66,2
Customer 635,95,9
Customer 636,13,6
Customer 637,41,2
Customer 638,19,6
Customer 639,42,8
Customer 640,30,2
Customer 641,95,8
Customer 642,64,3
Customer 643,60,4
Customer 644,95,5
Customer 645,45,3
Customer 646,34,8
Customer 647,27,2
Customer 648,89,1
Customer 649,63,10
Customer 650,62,6
Customer 651,60,10
Customer 652,1,8
Customer 653,43,7
Customer 654,25,9
Customer 655,20,4
Customer 656,44,7
Customer 657,5,2
Customer 658,52,6
Customer 659,54,2
Customer 660,61,3
Customer 661,22,8
Customer 662,22,9
Customer 663,45,1
Customer 664,40,3
Customer 665,14,1
Customer 666,25,3
Customer 667,92,6
Customer 668,73,3
Customer 669,20,9
Customer 670,52,8
Customer 671,67,7
Customer 672,23,2
Customer 673,77,6
Customer 674,25,9
Customer 675,55,10
Customer 676,27,4
Customer 677,34,2
Customer 678,40,10
Customer 679,61,6
Customer 680,26,2
Customer 681,23,8
Customer 682,97,3
Customer 683,98,4
Customer 684,1,9
Customer 685,58,9
Customer 686,50,8
Customer 687,70,8
Customer 688,94,9
Customer 689,74,10
Customer 690,49,9
Customer 691,11,5
Customer 692,98,10
Customer 693,31,10
Customer 694,100,8
Customer 695,57,9
Customer 696,4,8
Customer 697,5,1
Customer 698,38,3
Customer 699,24,5
Customer 700,52,6
Customer 701,25,4
Customer 702,85,8
Customer 703,69,6
Customer 704,47,1
Customer 705,54,3
Customer 706,2,8
Customer 707,32,9
Customer 708,62,7
Customer 709,44,6
Customer 710,72,2
Customer 711,25,6
Customer 712,71,10
Customer 713,90,5
Customer 714,3,3
Customer 715,27,3
Customer 716,23,4
Customer 717,19,3
Customer 718,5,10
Customer 719,12,5
Customer 720,100,2
Customer 721,54,5
Customer 722,23,5
Customer 723,31,7
Customer 724,8,9
Customer 725,68,10
Customer 726,97,7
Customer 727,79,1
Customer 728,75,7
Customer 729,67,5
Customer 730,47,3
Customer 731,30,10
Customer 732,4,9
Customer 733,2,9
Customer 734,64,1
Customer 735,48,8
Customer 736,60,10
Customer 737,85,7
Customer 738,47,9
Customer 739,38,1
Customer 740,60,8
Customer 741,30,8
Customer 742,90,5
Customer 743,28,10
Customer 744,63,7
Customer 745,73,9
Customer 746,53,6
Customer 747,4,9
Customer 748,38,1
Customer 749,100,9
Customer 750,9,2
Customer 751,65,9
Customer 752,60,9
Customer 753,28,4
Customer 754,60,2
Customer 755,62,7
Customer 756,48,8
Customer 757,3,5
Customer 758,37,8
Customer 759,36,5
Customer 760,3,8
Customer 761,27,5
Customer 762,88,7
Customer 763,58,7
Customer 764,7,10
Customer 765,63,5
Customer 766,23,7
Customer 767,84,1
Customer 768,44,7
Customer 769,47,2
Customer 770,56,9
Customer 771,78,2
Customer 772,48,3
Customer 773,46,5
Customer 774,41,8
Customer 775,48,1
Customer 776,71,5
Customer 777,9,9
Customer 778,81,2
Customer 779,71,9
Customer 780,56,1
Customer 781,42,9
Customer 782,77,8
Customer 783,33,5
Customer 784,56,3
Customer 785,50,9
Customer 786,17,10
Customer 787,67,2
Customer 788,16,3
Customer 789,44,5
Customer 790,32,2
Customer 791,47,2
Customer 792,90,9
Customer 793,4,3
Customer 794,89,10
Customer 795,4,9
