name,unit_price,category
Product 2365,909.63,Books
Product 2366,743.31,Electronics
Product 2367,943.58,Sports
Product 2368,310.12,Garden
Product 2369,862.34,Tools
Product 2370,638.60,Home
Product 2371,939.92,Electronics
Product 2372,518.63,Food
Product 2373,378.17,Beauty
Product 2374,292.97,Electronics
Product 2375,914.38,Clothing
Product 2376,43.54,Home
Product 2377,148.17,Sports
Product 2378,890.94,Garden
Product 2379,255.07,Food
Product 2380,24.81,Home
Product 2381,748.47,Books
Product 2382,647.86,Tools
Product 2383,484.24,Toys
Product 2384,667.98,Books
Product 2385,82.28,Sports
Product 2386,942.88,Electronics
Product 2387,969.23,Tools
Product 2388,836.36,Toys
Product 2389,848.83,Food
Product 2390,564.75,Electronics
Product 2391,836.85,Tools
Product 2392,285.49,Toys
Product 2393,415.25,Beauty
Product 2394,617.39,Beauty
Product 2395,488.82,Garden
Product 2396,614.78,Food
Product 2397,340.12,Clothing
Product 2398,237.13,Food
Product 2399,949.51,Sports
Product 2400,728.77,Toys
Product 2401,40.49,Toys
Product 2402,888.68,Electronics
Product 2403,761.08,Beauty
Product 2404,100.13,Garden
Product 2405,97.33,Books
Product 2406,879.94,Home
Product 2407,894.01,Home
Product 2408,629.25,Toys
Product 2409,410.25,Electronics
Product 2410,567.65,Garden
Product 2411,520.95,Electronics
Product 2412,748.35,Sports
Product 2413,875.84,Home
Product 2414,527.72,Clothing
Product 2415,992.82,Sports
Product 2416,720.16,Garden
Product 2417,791.59,Food
Product 2418,991.42,Home
Product 2419,386.21,Books
Product 2420,150.26,Clothing
Product 2421,393.96,Food
Product 2422,149.41,Books
Product 2423,929.14,Books
Product 2424,600.75,Home
Product 2425,822.56,Beauty
Product 2426,789.26,Garden
Product 2427,311.52,Garden
Product 2428,20.88,Clothing
Product 2429,441.72,Clothing
Product 2430,794.22,Garden
Product 2431,64.13,Sports
Product 2432,777.53,Tools
Product 2433,577.88,Clothing
Product 2434,69.42,Sports
Product 2435,382.47,Toys
Product 2436,584.86,Tools
Product 2437,31.74,Home
Product 2438,295.02,Toys
Product 2439,449.05,Garden
Product 2440,5.46,Toys
Product 2441,244.10,Home
Product 2442,176.28,Home
Product 2443,88.31,Home
Product 2444,399.81,Home
Product 2445,155.20,Home
Product 2446,127.42,Food
Product 2447,505.81,Electronics
Product 2448,602.46,Clothing
Product 2449,580.71,Clothing
Product 2450,614.71,Tools
Product 2451,990.83,Electronics
Product 2452,340.00,Garden
Product 2453,335.13,Tools
Product 2454,230.38,Toys
Product 2455,84.75,Sports
Product 2456,849.85,Beauty
Product 2457,141.31,Food
Product 2458,76.52,Food
Product 2459,571.08,Books
Product 2460,518.23,Home
Product 2461,786.77,Toys
Product 2462,346.62,Food
Product 2463,781.74,Clothing
Product 2464,978.63,Toys
Product 2465,670.76,Electronics
Product 2466,598.71,Beauty
Product 2467,609.30,Food
Product 2468,68.57,Home
Product 2469,921.24,Electronics
Product 2470,328.52,Home
Product 2471,999.65,Sports
Product 2472,263.96,Toys
Product 2473,571.22,Clothing
Product 2474,718.03,Beauty
Product 2475,621.58,Clothing
Product 2476,903.97,Garden
Product 2477,68.66,Tools
Product 2478,788.43,Beauty
Product 2479,608.41,Food
Product 2480,552.10,Home
Product 2481,122.02,Food
Product 2482,186.10,Food
Product 2483,509.16,Books
Product 2484,895.76,Clothing
Product 2485,446.83,Electronics
Product 2486,954.50,Toys
Product 2487,107.23,Sports
Product 2488,793.75,Sports
Product 2489,362.02,Electronics
Product 2490,833.57,Clothing
Product 2491,189.87,Clothing
Product 2492,194.12,Toys
Product 2493,61.54,Garden
Product 2494,306.14,Garden
Product 2495,382.17,Electronics
Product 2496,297.49,Clothing
Product 2497,439.27,Sports
Product 2498,706.51,Books
Product 2499,500.59,Garden
Product 2500,227.56,Books
Product 2501,285.80,Garden
Product 2502,57.83,Toys
Product 2503,321.57,Tools
Product 2504,770.66,Clothing
Product 2505,592.52,Food
Product 2506,815.82,Clothing
Product 2507,415.43,Beauty
Product 2508,30.28,Toys
Product 2509,566.83,Beauty
Product 2510,911.09,Home
Product 2511,905.27,Home
Product 2512,971.22,Sports
Product 2513,799.56,Toys
Product 2514,946.35,Home
Product 2515,549.48,Garden
Product 2516,367.34,Toys
Product 2517,266.71,Garden
Product 2518,495.29,Sports
Product 2519,18.34,Garden
Product 2520,622.64,Clothing
Product 2521,379.01,Garden
Product 2522,710.99,Sports
Product 2523,637.50,Electronics
Product 2524,103.16,Electronics
Product 2525,68.24,Home
Product 2526,985.64,Sports
Product 2527,916.10,Garden
Product 2528,758.85,Clothing
Product 2529,223.06,Garden
Product 2530,936.03,Tools
Product 2531,847.86,Toys
Product 2532,18.50,Books
Product 2533,117.86,Garden
Product 2534,11.97,Toys
Product 2535,465.44,Clothing
Product 2536,311.60,Home
Product 2537,500.92,Electronics
Product 2538,891.90,Books
Product 2539,164.53,Garden
Product 2540,48.69,Beauty
Product 2541,500.43,Garden
Product 2542,362.28,Beauty
Product 2543,824.56,Home
Product 2544,759.58,Clothing
Product 2545,679.46,Electronics
Product 2546,850.11,Books
Product 2547,191.99,Garden
Product 2548,88.71,Home
Product 2549,468.06,Beauty
Product 2550,397.89,Sports
Product 2551,270.38,Clothing
Product 2552,75.55,Clothing
Product 2553,853.60,Sports
Product 2554,894.33,Home
Product 2555,829.73,Books
Product 2556,323.79,Books
Product 2557,567.35,Home
Product 2558,153.66,Electronics
Product 2559,999.57,Home
Product 2560,480.17,Beauty
Product 2561,221.68,Garden
Product 2562,82.78,Garden
Product 2563,133.27,Electronics
Product 2564,615.10,Tools
Product 2565,679.78,Garden
Product 2566,726.24,Home
Product 2567,537.45,Tools
Product 2568,645.63,Home
Product 2569,874.30,Tools
Product 2570,239.82,Beauty
Product 2571,665.12,Home
Product 2572,820.24,Food
Product 2573,227.64,Food
Product 2574,663.20,Tools
Product 2575,551.78,Toys
Product 2576,542.21,Home
Product 2577,983.93,Garden
Product 2578,713.75,Clothing
Product 2579,62.78,Books
Product 2580,603.75,Tools
Product 2581,292.15,Sports
Product 2582,957.68,Tools
Product 2583,631.85,Electronics
Product 2584,604.42,Food
Product 2585,153.14,Clothing
Product 2586,799.54,Clothing
Product 2587,570.95,Home
Product 2588,58.34,Beauty
Product 2589,673.20,Clothing
Product 2590,835.18,Electronics
Product 2591,112.60,Food
Product 2592,647.97,Home
Product 2593,11.72,Toys
Product 2594,92.76,Toys
Product 2595,608.97,Beauty
Product 2596,858.21,Food
Product 2597,816.69,Garden
Product 2598,455.42,Garden
Product 2599,918.73,Tools
Product 2600,475.46,Tools
Product 2601,820.30,Books
Product 2602,662.41,Food
Product 2603,348.54,Food
Product 2604,610.66,Electronics
Product 2605,25.81,Garden
Product 2606,311.05,Clothing
Product 2607,626.39,Home
Product 2608,685.81,Electronics
Product 2609,872.24,Food
Product 2610,24.69,Tools
Product 2611,160.37,Clothing
Product 2612,586.15,Electronics
Product 2613,330.18,Electronics
Product 2614,542.57,Home
Product 2615,276.79,Electronics
Product 2616,500.40,Tools
Product 2617,367.91,Tools
Product 2618,311.63,Beauty
Product 2619,537.62,Books
Product 2620,69.90,Beauty
Product 2621,222.95,Garden
Product 2622,875.18,Toys
Product 2623,378.92,Food
Product 2624,518.19,Garden
Product 2625,368.91,Toys
Product 2626,504.68,Sports
Product 2627,726.81,Beauty
Product 2628,884.61,Clothing
Product 2629,957.70,Clothing
Product 2630,235.58,Garden
Product 2631,27.94,Food
Product 2632,143.32,Food
Product 2633,287.41,Garden
Product 2634,607.29,Home
Product 2635,731.40,Electronics
Product 2636,556.99,Beauty
Product 2637,764.53,Electronics
Product 2638,781.81,Sports
Product 2639,183.76,Electronics
Product 2640,163.66,Tools
Product 2641,528.68,Beauty
Product 2642,742.08,Clothing
Product 2643,77.28,Tools
Product 2644,899.18,Books
Product 2645,952.82,Clothing
Product 2646,889.60,Sports
Product 2647,35.93,Clothing
Product 2648,557.64,Tools
Product 2649,12.20,Electronics
Product 2650,593.73,Garden
Product 2651,607.25,Toys
Product 2652,551.53,Food
Product 2653,350.12,Food
Product 2654,604.84,Garden
Product 2655,80.77,Electronics
Product 2656,7.57,Home
Product 2657,6.32,Books
Product 2658,505.31,Sports
Product 2659,326.86,Toys
Product 2660,132.13,Garden
Product 2661,736.50,Garden
Product 2662,833.37,Beauty
Product 2663,705.16,Home
Product 2664,707.30,Clothing
Product 2665,779.37,Books
Product 2666,155.74,Tools
Product 2667,38.40,Electronics
Product 2668,272.03,Clothing
Product 2669,947.84,Home
Product 2670,894.24,Sports
Product 2671,687.20,Sports
Product 2672,772.59,Food
Product 2673,552.84,Tools
Product 2674,633.05,Tools
Product 2675,581.38,Tools
Product 2676,689.49,Home
Product 2677,156.44,Garden
Product 2678,617.33,Clothing
Product 2679,657.95,Home
Product 2680,7.68,Food
Product 2681,761.90,Garden
Product 2682,632.30,Sports
Product 2683,570.38,Tools
Product 2684,880.91,Food
Product 2685,664.14,Toys
Product 2686,393.54,Electronics
Product 2687,279.51,Books
Product 2688,191.02,Sports
Product 2689,637.47,Beauty
Product 2690,411.68,Sports
Product 2691,841.75,Sports
Product 2692,890.04,Garden
Product 2693,417.55,Beauty
Product 2694,723.04,Books
Product 2695,635.28,Garden
Product 2696,742.66,Garden
Product 2697,288.16,Beauty
Product 2698,642.37,Toys
Product 2699,928.02,Tools
Product 2700,569.99,Clothing
Product 2701,452.57,Home
Product 2702,48.29,Food
Product 2703,917.19,Books
Product 2704,934.54,Beauty
Product 2705,682.37,Tools
Product 2706,255.81,Garden
Product 2707,74.38,Garden
Product 2708,684.59,Beauty
Product 2709,868.89,Sports
Product 2710,276.88,Electronics
Product 2711,348.49,Home
Product 2712,150.38,Books
Product 2713,91.91,Food
Product 2714,112.14,Tools
Product 2715,376.34,Food
Product 2716,854.81,Toys
Product 2717,358.55,Clothing
Product 2718,297.83,Beauty
Product 2719,314.48,Home
Product 2720,96.20,Toys
Product 2721,755.37,Books
Product 2722,719.59,Clothing
Product 2723,483.41,Toys
Product 2724,166.73,Books
Product 2725,537.08,Toys
Product 2726,686.19,Home
Product 2727,749.63,Home
Product 2728,520.59,Tools
Product 2729,44.20,Toys
Product 2730,696.67,Garden
Product 2731,242.97,Sports
Product 2732,482.72,Food
Product 2733,366.69,Home
Product 2734,47.09,Beauty
Product 2735,154.79,Beauty
Product 2736,254.47,Home
Product 2737,376.55,Books
Product 2738,6.83,Sports
Product 2739,413.59,Home
Product 2740,55.03,Beauty
Product 2741,326.49,Tools
Product 2742,314.04,Beauty
Product 2743,83.42,Tools
Product 2744,917.73,Tools
Product 2745,224.09,Clothing
Product 2746,400.52,Books
Product 2747,653.27,Tools
Product 2748,733.40,Books
Product 2749,869.65,Tools
Product 2750,657.60,Tools
Product 2751,517.87,Tools
Product 2752,793.68,Garden
Product 2753,419.31,Clothing
Product 2754,348.51,Clothing
Product 2755,567.69,Toys
Product 2756,7.28,Sports
Product 2757,814.49,Books
Product 2758,756.32,Toys
Product 2759,917.47,Tools
Product 2760,143.92,Beauty
Product 2761,222.39,Toys
Product 2762,613.39,Clothing
Product 2763,195.54,Beauty
Product 2764,886.43,Toys
Product 2765,624.18,Food
Product 2766,365.70,Sports
Product 2767,334.51,Garden
Product 2768,110.74,Toys
Product 2769,532.33,Garden
Product 2770,183.18,Electronics
Product 2771,862.07,Books
Product 2772,148.80,Garden
Product 2773,586.60,Home
Product 2774,98.89,Sports
Product 2775,734.14,Food
Product 2776,209.09,Food
Product 2777,195.09,Electronics
Product 2778,511.51,Home
Product 2779,406.03,Electronics
Product 2780,260.50,Home
Product 2781,886.03,Toys
Product 2782,557.87,Garden
Product 2783,655.41,Books
Product 2784,293.36,Beauty
Product 2785,247.76,Food
Product 2786,97.81,Home
Product 2787,601.97,Sports
Product 2788,361.76,Books
Product 2789,426.86,Books
Product 2790,214.18,Electronics
Product 2791,398.85,Home
Product 2792,131.81,Home
Product 2793,222.64,Electronics
Product 2794,553.05,Beauty
Product 2795,374.62,Electronics
Product 2796,830.55,Home
Product 2797,150.52,Beauty
Product 2798,964.01,Books
Product 2799,572.42,Sports
Product 2800,546.57,Books
Product 2801,668.73,Beauty
Product 2802,483.39,Books
Product 2803,431.34,Food
Product 2804,978.93,Clothing
Product 2805,701.13,Home
Product 2806,873.37,Home
Product 2807,954.16,Beauty
Product 2808,941.48,Electronics
Product 2809,33.20,Books
Product 2810,507.25,Electronics
Product 2811,593.99,Beauty
Product 2812,162.24,Beauty
Product 2813,747.43,Beauty
Product 2814,541.33,Food
Product 2815,424.79,Tools
Product 2816,579.21,Garden
Product 2817,77.77,Beauty
Product 2818,692.26,Books
Product 2819,57.57,Garden
Product 2820,537.93,Books
Product 2821,139.39,Clothing
Product 2822,882.57,Electronics
Product 2823,967.77,Food
Product 2824,344.28,Books
Product 2825,234.32,Food
Product 2826,216.43,Beauty
Product 2827,749.15,Books
Product 2828,628.69,Beauty
Product 2829,175.20,Tools
Product 2830,130.56,Food
Product 2831,208.90,Clothing
Product 2832,611.84,Home
Product 2833,759.05,Sports
Product 2834,251.05,Sports
Product 2835,468.75,Toys
Product 2836,945.22,Books
Product 2837,104.62,Toys
Product 2838,87.21,Food
Product 2839,752.34,Beauty
Product 2840,604.38,Electronics
Product 2841,809.90,Electronics
Product 2842,911.65,Sports
Product 2843,756.23,Tools
Product 2844,955.78,Beauty
Product 2845,871.04,Home
Product 2846,195.42,Books
Product 2847,79.55,Beauty
Product 2848,567.58,Books
Product 2849,317.19,Toys
Product 2850,348.86,Food
Product 2851,348.10,Home
Product 2852,41.61,Clothing
Product 2853,98.68,Beauty
Product 2854,40.84,Books
Product 2855,996.54,Garden
Product 2856,69.56,Garden
Product 2857,216.98,Toys
Product 2858,344.18,Garden
Product 2859,55.40,Food
Product 2860,796.60,Beauty
Product 2861,53.62,Toys
Product 2862,642.98,Electronics
Product 2863,605.11,Home
Product 2864,836.44,Clothing
Product 2865,444.54,Sports
Product 2866,277.22,Sports
Product 2867,851.08,Electronics
Product 2868,326.59,Home
Product 2869,734.02,Home
Product 2870,635.95,Sports
Product 2871,143.24,Beauty
Product 2872,844.85,Food
Product 2873,976.59,Clothing
Product 2874,903.50,Books
Product 2875,10.26,Toys
Product 2876,394.36,Home
Product 2877,672.28,Books
Product 2878,987.35,Garden
Product 2879,78.25,Clothing
Product 2880,135.37,Beauty
Product 2881,818.96,Books
Product 2882,366.67,Home
Product 2883,463.94,Sports
Product 2884,764.72,Books
Product 2885,381.32,Toys
Product 2886,716.70,Toys
Product 2887,184.27,Clothing
Product 2888,841.50,Books
Product 2889,522.04,Beauty
Product 2890,485.86,Home
Product 2891,22.73,Garden
Product 2892,376.24,Home
Product 2893,994.04,Books
Product 2894,937.41,Clothing
Product 2895,703.77,Garden
Product 2896,865.15,Garden
Product 2897,431.95,Home
Product 2898,694.67,Books
Product 2899,489.75,Electronics
Product 2900,442.01,Sports
Product 2901,140.29,Toys
Product 2902,855.55,Home
Product 2903,891.78,Electronics
Product 2904,498.55,Garden
Product 2905,390.35,Sports
Product 2906,244.32,Home
Product 2907,739.60,Clothing
Product 2908,73.54,Home
Product 2909,845.94,Food
Product 2910,179.97,Books
Product 2911,549.26,Tools
Product 2912,527.84,Books
Product 2913,281.77,Food
Product 2914,105.16,Clothing
Product 2915,592.64,Tools
Product 2916,765.03,Toys
Product 2917,70.57,Home
Product 2918,64.91,Clothing
Product 2919,259.81,Clothing
Product 2920,432.82,Food
Product 2921,55.46,Food
Product 2922,264.70,Toys
Product 2923,546.17,Books
Product 2924,366.13,Tools
Product 2925,810.83,Garden
Product 2926,532.92,Garden
Product 2927,776.81,Garden
Product 2928,437.84,Garden
Product 2929,451.25,Toys
Product 2930,230.87,Beauty
Product 2931,986.93,Food
Product 2932,586.04,Food
Product 2933,319.87,Tools
Product 2934,424.67,Toys
Product 2935,656.28,Sports
Product 2936,471.21,Home
Product 2937,184.16,Tools
Product 2938,232.26,Garden
Product 2939,784.09,Electronics
Product 2940,56.26,Sports
Product 2941,75.19,Garden
Product 2942,138.15,Garden
Product 2943,779.79,Home
Product 2944,665.31,Garden
Product 2945,653.30,Books
Product 2946,658.74,Garden
Product 2947,735.03,Electronics
Product 2948,475.53,Food
Product 2949,115.49,Beauty
Product 2950,210.62,Garden
Product 2951,720.22,Clothing
Product 2952,251.89,Tools
Product 2953,401.64,Sports
Product 2954,476.13,Food
Product 2955,584.87,Home
Product 2956,725.32,Home
Product 2957,289.10,Food
Product 2958,201.10,Books
Product 2959,827.61,Beauty
Product 2960,927.85,Toys
Product 2961,698.03,Books
Product 2962,157.86,Food
Product 2963,470.18,Tools
Product 2964,197.94,Toys
Product 2965,13.05,Food
Product 2966,13.98,Beauty
Product 2967,672.70,Books
Product 2968,782.16,Clothing
Product 2969,412.19,Beauty
Product 2970,893.38,Toys
Product 2971,950.31,Beauty
Product 2972,152.65,Books
Product 2973,220.41,Sports
Product 2974,54.91,Garden
Product 2975,937.02,Books
Product 2976,194.42,Food
Product 2977,156.64,Home
Product 2978,292.53,Clothing
Product 2979,758.04,Toys
Product 2980,148.48,Garden
Product 2981,132.98,Tools
Product 2982,434.30,Tools
Product 2983,992.62,Beauty
Product 2984,204.62,Sports
Product 2985,901.02,Beauty
Product 2986,158.28,Electronics
Product 2987,197.99,Electronics
Product 2988,269.28,Sports
Product 2989,756.03,Books
Product 2990,403.80,Electronics
Product 2991,152.27,Electronics
Product 2992,217.53,Books
Product 2993,994.48,Books
Product 2994,175.09,Books
Product 2995,396.82,Books
Product 2996,137.24,Food
Product 2997,48.04,Home
Product 2998,917.65,Home
Product 2999,8.38,Books
Product 3000,401.96,Food
Product 3001,116.57,Food
Product 3002,869.92,Tools
Product 3003,100.56,Beauty
Product 3004,42.14,Electronics
Product 3005,394.48,Home
Product 3006,400.07,Tools
Product 3007,479.81,Books
Product 3008,794.60,Books
Product 3009,160.47,Beauty
Product 3010,590.94,Clothing
Product 3011,568.78,Clothing
Product 3012,422.85,Electronics
Product 3013,248.18,Beauty
Product 3014,565.73,Home
Product 3015,967.15,Toys
Product 3016,760.55,Books
Product 3017,745.54,Sports
Product 3018,266.69,Sports
Product 3019,843.04,Clothing
Product 3020,895.66,Food
Product 3021,164.06,Tools
Product 3022,656.38,Home
Product 3023,167.05,Food
Product 3024,863.49,Food
Product 3025,364.09,Garden
Product 3026,118.14,Electronics
Product 3027,865.87,Books
Product 3028,932.47,Garden
Product 3029,611.77,Sports
Product 3030,968.14,Sports
Product 3031,436.47,Toys
Product 3032,194.20,Toys
Product 3033,697.50,Home
Product 3034,553.27,Books
Product 3035,654.11,Sports
Product 3036,589.88,Sports
Product 3037,581.97,Clothing
Product 3038,579.67,Home
Product 3039,372.79,Toys
Product 3040,520.62,Tools
Product 3041,175.23,Clothing
Product 3042,479.89,Toys
Product 3043,874.67,Home
Product 3044,433.10,Electronics
Product 3045,861.16,Sports
Product 3046,141.95,Toys
Product 3047,618.02,Sports
Product 3048,839.97,Garden
Product 3049,72.77,Garden
Product 3050,525.57,Tools
Product 3051,665.72,Clothing
Product 3052,286.87,Food
Product 3053,567.76,Toys
Product 3054,422.19,Toys
Product 3055,316.43,Toys
Product 3056,107.06,Electronics
Product 3057,929.97,Books
Product 3058,748.22,Books
Product 3059,62.12,Electronics
Product 3060,232.94,Tools
Product 3061,727.46,Garden
Product 3062,615.88,Beauty
Product 3063,519.60,Clothing
Product 3064,7.13,Electronics
Product 3065,869.37,Beauty
Product 3066,25.11,Home
Product 3067,564.98,Books
Product 3068,167.83,Sports
Product 3069,879.87,Clothing
Product 3070,939.84,Books
Product 3071,513.69,Food
Product 3072,165.87,Toys
Product 3073,542.05,Sports
Product 3074,645.88,Food
Product 3075,780.36,Home
Product 3076,71.19,Electronics
Product 3077,411.78,Toys
Product 3078,809.04,Toys
Product 3079,905.55,Food
Product 3080,896.52,Home
Product 3081,222.72,Home
Product 3082,55.29,Tools
Product 3083,866.22,Beauty
Product 3084,591.54,Tools
Product 3085,233.24,Books
Product 3086,689.25,Tools
Product 3087,501.21,Clothing
Product 3088,915.99,Home
Product 3089,211.98,Sports
Product 3090,330.37,Garden
Product 3091,978.82,Garden
Product 3092,456.03,Electronics
Product 3093,624.75,Toys
Product 3094,721.21,Toys
Product 3095,776.44,Toys
Product 3096,817.00,Clothing
Product 3097,524.80,Garden
Product 3098,198.10,Toys
Product 3099,302.30,Books
Product 3100,974.14,Clothing
Product 3101,854.04,Sports
Product 3102,189.47,Food
Product 3103,242.91,Home
Product 3104,451.84,Clothing
Product 3105,962.07,Clothing
Product 3106,402.95,Sports
Product 3107,781.09,Clothing
Product 3108,909.89,Tools
Product 3109,210.90,Clothing
Product 3110,778.11,Food
Product 3111,399.75,Beauty
Product 3112,48.24,Garden
Product 3113,267.68,Food
Product 3114,361.14,Tools
Product 3115,621.42,Books
Product 3116,560.14,Electronics
Product 3117,285.59,Garden
Product 3118,303.80,Food
Product 3119,119.21,Sports
Product 3120,91.96,Home
Product 3121,320.51,Home
Product 3122,100.49,Food
Product 3123,809.32,Clothing
Product 3124,999.15,Toys
Product 3125,665.17,Tools
Product 3126,435.91,Toys
Product 3127,26.55,Toys
Product 3128,782.29,Clothing
Product 3129,526.10,Tools
Product 3130,936.03,Toys
Product 3131,714.97,Sports
Product 3132,65.79,Garden
Product 3133,794.01,Garden
Product 3134,699.98,Home
Product 3135,118.26,Home
Product 3136,12.10,Garden
Product 3137,30.05,Home
Product 3138,306.12,Food
Product 3139,813.49,Tools
Product 3140,859.52,Sports
Product 3141,566.26,Food
Product 3142,587.80,Sports
Product 3143,397.19,Toys
Product 3144,791.50,Beauty
Product 3145,310.00,Tools
Product 3146,570.82,Toys
Product 3147,244.34,Sports
Product 3148,625.38,Home
Product 3149,731.65,Books
Product 3150,711.01,Sports
Product 3151,76.67,Tools
Product 3152,918.11,Home
Product 3153,615.02,Food
Product 3154,652.00,Toys
Product 3155,820.79,Garden
Product 3156,271.36,Electronics
Product 3157,966.98,Garden
Product 3158,788.00,Home
Product 3159,194.06,Home
Product 3160,545.22,Food
Product 3161,952.04,Food
Product 3162,829.06,Sports
Product 3163,471.56,Sports
Product 3164,773.65,Sports
Product 3165,258.98,Home
Product 3166,473.13,Books
Product 3167,383.02,Books
Product 3168,422.47,Home
Product 3169,482.84,Books
Product 3170,381.94,Sports
Product 3171,336.19,Beauty
Product 3172,759.51,Food
Product 3173,484.63,Toys
Product 3174,54.53,Sports
Product 3175,772.57,Garden
Product 3176,633.17,Food
Product 3177,588.00,Garden
Product 3178,99.88,Books
Product 3179,511.32,Tools
Product 3180,465.47,Electronics
Product 3181,947.85,Food
Product 3182,131.73,Garden
Product 3183,81.72,Tools
Product 3184,935.49,Food
Product 3185,344.11,Food
Product 3186,279.96,Food
Product 3187,217.89,Tools
Product 3188,283.16,Garden
Product 3189,570.57,Clothing
Product 3190,678.81,Sports
Product 3191,87.01,Beauty
Product 3192,534.36,Sports
Product 3193,921.68,Toys
Product 3194,657.49,Sports
Product 3195,13.42,Tools
Product 3196,95.77,Books
Product 3197,273.75,Beauty
Product 3198,339.53,Clothing
Product 3199,351.81,Food
Product 3200,788.53,Food
Product 3201,381.92,Toys
Product 3202,94.49,Home
Product 3203,675.96,Sports
Product 3204,460.00,Garden
Product 3205,928.76,Books
Product 3206,367.02,Toys
Product 3207,34.30,Garden
Product 3208,512.88,Clothing
Product 3209,242.56,Tools
Product 3210,352.04,Beauty
Product 3211,239.91,Garden
Product 3212,686.88,Tools
Product 3213,714.86,Beauty
Product 3214,710.30,Food
Product 3215,832.44,Tools
Product 3216,221.00,Toys
Product 3217,187.11,Electronics
Product 3218,932.56,Electronics
Product 3219,102.13,Sports
Product 3220,349.43,Home
Product 3221,142.67,Sports
Product 3222,834.79,Garden
Product 3223,973.76,Toys
Product 3224,601.51,Books
Product 3225,192.32,Tools
Product 3226,125.89,Food
Product 3227,974.25,Clothing
Product 3228,642.98,Home
Product 3229,148.05,Tools
Product 3230,513.09,Clothing
Product 3231,800.55,Toys
Product 3232,440.77,Clothing
Product 3233,262.70,Toys
Product 3234,317.35,Books
Product 3235,702.38,Beauty
Product 3236,204.54,Toys
Product 3237,497.34,Sports
Product 3238,521.87,Books
Product 3239,69.34,Toys
Product 3240,116.29,Home
Product 3241,417.23,Sports
Product 3242,234.00,Clothing
Product 3243,958.89,Garden
Product 3244,740.55,Garden
Product 3245,246.39,Tools
Product 3246,964.27,Sports
Product 3247,636.98,Beauty
Product 3248,466.63,Garden
Product 3249,629.01,Tools
Product 3250,264.87,Home
Product 3251,290.02,Toys
Product 3252,233.15,Beauty
Product 3253,673.05,Food
Product 3254,635.87,Beauty
Product 3255,772.23,Toys
Product 3256,452.77,Books
Product 3257,634.32,Beauty
Product 3258,328.15,Tools
Product 3259,598.06,Tools
Product 3260,739.91,Clothing
Product 3261,394.24,Clothing
Product 3262,325.31,Tools
Product 3263,944.91,Beauty
Product 3264,561.64,Clothing
Product 3265,762.08,Books
Product 3266,571.85,Food
Product 3267,802.58,Home
Product 3268,188.22,Sports
Product 3269,316.47,Food
Product 3270,387.93,Books
Product 3271,159.53,Toys
Product 3272,252.41,Electronics
Product 3273,396.79,Toys
Product 3274,732.96,Garden
Product 3275,702.09,Sports
Product 3276,662.88,Food
Product 3277,947.40,Beauty
Product 3278,999.92,Sports
Product 3279,33.90,Electronics
Product 3280,191.08,Sports
Product 3281,843.71,Toys
Product 3282,33.96,Home
Product 3283,161.06,Food
Product 3284,991.04,Clothing
Product 3285,195.34,Home
Product 3286,876.50,Garden
Product 3287,57.06,Sports
Product 3288,865.41,Books
Product 3289,920.99,Books
Product 3290,137.78,Home
Product 3291,864.57,Sports
Product 3292,177.42,Sports
Product 3293,159.78,Home
Product 3294,798.06,Clothing
Product 3295,559.13,Food
Product 3296,954.94,Books
Product 3297,403.54,Garden
Product 3298,369.63,Books
Product 3299,953.81,Toys
Product 3300,369.58,Toys
Product 3301,815.56,Home
Product 3302,677.23,Tools
Product 3303,174.43,Clothing
Product 3304,396.36,Garden
Product 3305,51.07,Sports
Product 3306,507.28,Beauty
Product 3307,92.37,Sports
Product 3308,687.37,Toys
Product 3309,127.75,Clothing
Product 3310,459.06,Tools
Product 3311,797.92,Books
Product 3312,189.23,Toys
Product 3313,822.09,Beauty
Product 3314,670.99,Food
Product 3315,573.33,Garden
Product 3316,444.48,Electronics
Product 3317,869.21,Electronics
Product 3318,444.32,Home
Product 3319,655.71,Clothing
Product 3320,822.61,Toys
Product 3321,950.19,Home
Product 3322,459.10,Clothing
Product 3323,800.60,Food
Product 3324,986.76,Clothing
Product 3325,813.11,Food
Product 3326,424.41,Beauty
Product 3327,739.96,Tools
Product 3328,575.81,Toys
Product 3329,281.87,Tools
Product 3330,652.96,Electronics
Product 3331,551.84,Beauty
Product 3332,728.52,Clothing
Product 3333,887.10,Garden
Product 3334,615.35,Tools
Product 3335,345.57,Toys
Product 3336,353.22,Tools
Product 3337,582.76,Beauty
Product 3338,279.78,Tools
Product 3339,839.97,Sports
Product 3340,900.86,Beauty
Product 3341,22.54,Clothing
Product 3342,484.78,Toys
Product 3343,792.63,Clothing
Product 3344,559.53,Sports
Product 3345,540.34,Books
Product 3346,259.43,Toys
Product 3347,140.44,Garden
Product 3348,858.49,Books
Product 3349,485.63,Tools
Product 3350,123.73,Clothing
Product 3351,713.82,Beauty
Product 3352,444.26,Electronics
Product 3353,386.71,Toys
Product 3354,267.26,Clothing
Product 3355,41.07,Food
Product 3356,114.85,Toys
Product 3357,902.57,Home
Product 3358,163.05,Books
Product 3359,282.79,Garden
Product 3360,777.15,Toys
Product 3361,86.26,Garden
Product 3362,942.94,Electronics
Product 3363,973.45,Toys
Product 3364,185.20,Tools
Product 3365,682.86,Tools
Product 3366,269.48,Home
Product 3367,894.05,Beauty
